ANT101H5, 0, 
ANT102H5, 0, 
ANT199H5, 1, ANT102H5
ANT200H5, 1, ANT101H5
ANT201H5, 1, ANT101H5
ANT202H5, 1, ANT101H5/BIO152H5
ANT203H5, 1, ANT101H5/BIO153H5
ANT204H5, 1, ANT102H5
ANT205H5, 1, ANT101H5/BIO152H5
ANT206H5, 1, ANT102H5
ANT207H5, 1, ANT102H5
ANT208H5, 0, 
ANT209H5, 0, 
ANT210H5, 0, 
ANT211H5, 0, 
ANT212H5, 0, 
ANT214H5, 0, 
ANT215H5, 0, 
ANT217H5, 0, 
ANT218H5, 0, 
ANT220H5, 2, ANT101H5, ANT102H5
ANT241H5, 0, 
ANT299H5, 0, 
ANT299Y5, 0, 
ANT306H5, 1, ANT205H5
ANT308H5, 2, ANT200H5, ANT201H5
ANT309H5, 2, ANT200H5, ANT201H5
ANT310H5, 2, ANT200H5, ANT201H5
ANT312H5, 2, ANT200H5, ANT201H5
ANT313H5, 2, ANT200H5, ANT201H5
ANT314H5, 2, ANT200H5, ANT201H5
ANT316H5, 2, ANT200H5, ANT201H5/HIS282H5/RLG205H5
ANT317H5, 2, ANT200H5, ANT201H5
ANT318H5, 2, ANT200H5, ANT201H5
ANT320H5, 2, ANT200H5, ANT201H5
ANT322H5, 1, ANT204H5/ANT207H5
ANT327H5, 2, ANT200H5, ANT201H5
ANT331H5, 2, ANT202H5, ANT203H5
ANT332H5, 2, ANT202H5, ANT203H5
ANT333H5, 1, ANT332H5
ANT334H5, 2, ANT202H5, ANT203H5
ANT335H5, 1, ANT204H5/ANT206H5/ANT207H5
ANT337H5, 2, ANT202H5, ANT203H5
ANT338H5, 2, ANT202H5, ANT203H5
ANT340H5, 1, ANT334H5
ANT341H5, 3, ANT202H5, ANT204H5, ANT220H5
ANT350H5, 1, ANT204H5/ANT207H5
ANT351H5, 1, ANT204H5/ANT207H5
ANT352H5, 1, ANT204H5/ANT207H5/POL113H5/POL200Y5
ANT354H5, 1, ANT204H5/ANT207H5
ANT357H5, 1, ANT204H5
ANT358H5, 1, ANT204H5/ANT207H5
ANT360H5, 1, ANT204H5/ANT207H5
ANT362H5, 2, ANT204H5/ANT207H5, ANT206H5
ANT363H5, 1, ANT204H5/ANT207H5
ANT364H5, 1, ANT204H5/ANT206H5/JAL353H5
ANT365H5, 1, ANT204H5/ANT207H5
ANT367H5, 2, ANT202H5, ANT203H5
ANT368H5, 1, ANT204H5/ANT207H5/RLG101H5/ENV100Y5
ANT369H5, 1, ANT204H5/ANT207H5/RLG101H5
ANT370H5, 1, ANT204H5/ANT207H5/ENV100Y5
ANT380H5, 2, Appropriate 200-level prerequisite c/e course requirements will be posted on the departmental website along with the Special Topics title, description pri/ to course registration.
ANT381H5, 2, Appropriate 200-level prerequisite c/e course requirements will be posted on the departmental website along with the Special Topics title, description pri/ to course registration.
ANT397H5, 1, Permission of Instruct/Permission of Department
ANT398H5, 1, Permission of Instruct/Permission of Department
ANT399H5, 0, 
ANT399Y5, 0, 
ANT402H5, 0, 
ANT403H5, 0, 
ANT407H5, 4, ANT200H5, ANT201H5/ANT202H5, ANT203H5, ANT312H5/ANT334H5/ANT338H5
ANT414H5, 3, ANT200H5, ANT201H5, ANT312H5/ANT318H5/ P.I.
ANT415H5, 3, ANT200H5, ANT201H5, ANT306H5/ANT308H5/ANT312H5/ANT318H5
ANT416H5, 1, ANT312H5
ANT418H5, 1, ANT318H5
ANT430H5, 2, 1.0 credits in 300 level anthropology courses, departmental approval.
ANT431H5, 2, 1.0 credits in 300 level anthropology courses, departmental approval.
ANT432H5, 3, Appropriate 200-level, 300-level prerequisite c/e course requirements will be posted on the departmental website along with the Special Topics title, description pri/ to course registration.
ANT433H5, 3, Appropriate 200-level, 300-level prerequisite c/e course requirements will be posted on the departmental website along with the Special Topics title, description pri/ to course registration.
ANT434H5, 1, ANT334H5
ANT436H5, 3, ANT202H5, ANT203H5, 1.0 credits in 300 level Anthropology courses
ANT437H5, 3, ANT202H5, ANT204H5, ANT220H5
ANT438H5, 3, ANT202H5, ANT203H5, 1.0 credit in 300 level Biological Anthropology courses
ANT439H5, 0, 
ANT441H5, 0, 
ANT459H5, 1, ANT206H5
ANT460H5, 1, ANT204H5/ANT207H5
ANT461H5, 2, 1.0 credits in 300 level anthropology courses, departmental approval.
ANT462H5, 1, ANT204H5
ANT463H5, 1, ANT204H5
ANT464H5, 1, ANT204H5
ANT498H5, 1, Permission of Instruct/Permission of Department
ANT499H5, 1, Permission of Instruct/Permission of Department
AST101H5, 0, 
AST110H5, 0, 
AST201H5, 0, 
AST215H5, 1, 4.0 full course credits
AST252H5, 1, CHM110H5120H5/PHY136H5137H5/146H5147H5
AST299Y5, 0, 
AST399Y5, 0, 
BIO152H5, 1, Grade 12U Biology
BIO153H5, 1, BIO152H5
BIO200H5, 0, 
BIO201H5, 0, 
BIO202H5, 4, BIO152H5, BIO153H5, CHM110H5, CHM120H5
BIO203H5, 4, BIO152H5, BIO153H5, CHM110H5, CHM120H5
